libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 =  0.78%; accuracy_at_5 =  5.86%; loss = 4.605170 
Iteration   480: accuracy_at_1 =  2.73%; accuracy_at_5 = 18.36%; loss = 4.159077  (0.983630 s/it)
Iteration   490: accuracy_at_1 =  6.25%; accuracy_at_5 = 19.92%; loss = 4.159008  (0.983713 s/it)
Iteration   500: accuracy_at_1 =  6.25%; accuracy_at_5 = 20.70%; loss = 4.108266  (0.983752 s/it)
Iteration   510: accuracy_at_1 =  6.25%; accuracy_at_5 = 19.92%; loss = 4.117354  (0.983837 s/it)
Iteration   520: accuracy_at_1 =  5.86%; accuracy_at_5 = 21.09%; loss = 4.040328  (0.986568 s/it)
Iteration   530: accuracy_at_1 =  7.03%; accuracy_at_5 = 23.83%; loss = 4.107954  (0.984395 s/it)
Iteration   540: accuracy_at_1 =  4.69%; accuracy_at_5 = 23.44%; loss = 4.096427  (0.984657 s/it)
Iteration   550: accuracy_at_1 =  9.38%; accuracy_at_5 = 26.56%; loss = 3.996268  (0.984939 s/it)
Iteration   560: accuracy_at_1 =  5.08%; accuracy_at_5 = 23.44%; loss = 4.057544  (0.985757 s/it)
Iteration   570: accuracy_at_1 =  3.12%; accuracy_at_5 = 22.66%; loss = 4.119049  (0.985064 s/it)
Iteration   580: accuracy_at_1 =  5.86%; accuracy_at_5 = 22.27%; loss = 4.058565  (0.984424 s/it)
Iteration   590: accuracy_at_1 =  7.81%; accuracy_at_5 = 23.44%; loss = 4.113210  (0.984182 s/it)
Iteration   600: accuracy_at_1 =  4.69%; accuracy_at_5 = 19.14%; loss = 4.078625  (0.984001 s/it)
Iteration   610: accuracy_at_1 =  8.20%; accuracy_at_5 = 22.27%; loss = 4.063956  (0.983768 s/it)
Iteration   620: accuracy_at_1 =  5.08%; accuracy_at_5 = 23.83%; loss = 4.030008  (0.984283 s/it)
Iteration   630: accuracy_at_1 =  7.81%; accuracy_at_5 = 29.69%; loss = 3.902032  (0.984815 s/it)
Iteration   640: accuracy_at_1 =  7.42%; accuracy_at_5 = 24.22%; loss = 4.001252  (0.984225 s/it)
Iteration   650: accuracy_at_1 =  8.20%; accuracy_at_5 = 27.73%; loss = 3.990200  (0.985209 s/it)
Iteration   660: accuracy_at_1 =  7.03%; accuracy_at_5 = 25.39%; loss = 3.988737  (0.984850 s/it)
Iteration   670: accuracy_at_1 =  4.30%; accuracy_at_5 = 20.70%; loss = 4.093452  (0.984688 s/it)
Iteration   680: accuracy_at_1 =  7.03%; accuracy_at_5 = 18.36%; loss = 4.081453  (0.985158 s/it)
Iteration   690: accuracy_at_1 =  6.64%; accuracy_at_5 = 21.48%; loss = 4.062127  (0.985129 s/it)
Iteration   700: accuracy_at_1 =  6.25%; accuracy_at_5 = 26.17%; loss = 4.114171  (0.984730 s/it)
Iteration   710: accuracy_at_1 =  5.08%; accuracy_at_5 = 20.31%; loss = 4.127843  (0.984485 s/it)
Iteration   720: accuracy_at_1 =  7.81%; accuracy_at_5 = 25.00%; loss = 3.930323  (0.983537 s/it)
Iteration   730: accuracy_at_1 =  5.86%; accuracy_at_5 = 22.66%; loss = 4.059351  (0.983726 s/it)
Iteration   740: accuracy_at_1 =  7.03%; accuracy_at_5 = 22.66%; loss = 4.045882  (0.984328 s/it)
Iteration   750: accuracy_at_1 =  9.38%; accuracy_at_5 = 29.30%; loss = 3.884458  (0.983769 s/it)
Iteration   760: accuracy_at_1 =  6.25%; accuracy_at_5 = 28.52%; loss = 4.007967  (0.983580 s/it)
Iteration   770: accuracy_at_1 =  7.81%; accuracy_at_5 = 30.47%; loss = 3.945314  (0.984693 s/it)
Iteration   780: accuracy_at_1 =  5.47%; accuracy_at_5 = 27.34%; loss = 4.038982  (0.986143 s/it)
Iteration   790: accuracy_at_1 =  8.98%; accuracy_at_5 = 23.83%; loss = 3.977407  (0.985317 s/it)
Iteration   800: accuracy_at_1 =  8.20%; accuracy_at_5 = 27.34%; loss = 3.962429  (0.985682 s/it)
Iteration   810: accuracy_at_1 =  9.38%; accuracy_at_5 = 30.47%; loss = 3.949947  (0.984541 s/it)
Iteration   820: accuracy_at_1 =  5.47%; accuracy_at_5 = 21.48%; loss = 4.157669  (0.985148 s/it)
Iteration   830: accuracy_at_1 =  6.64%; accuracy_at_5 = 28.91%; loss = 3.961678  (0.984913 s/it)
Iteration   840: accuracy_at_1 =  8.59%; accuracy_at_5 = 24.22%; loss = 4.066623  (0.984046 s/it)
Iteration   850: accuracy_at_1 =  9.77%; accuracy_at_5 = 26.95%; loss = 3.937218  (0.983579 s/it)
Iteration   860: accuracy_at_1 =  8.59%; accuracy_at_5 = 25.00%; loss = 3.989096  (0.983251 s/it)
Iteration   870: accuracy_at_1 = 11.72%; accuracy_at_5 = 30.08%; loss = 3.924635  (0.984091 s/it)
Iteration   880: accuracy_at_1 =  9.38%; accuracy_at_5 = 24.61%; loss = 3.918450  (0.983736 s/it)
Iteration   890: accuracy_at_1 =  7.03%; accuracy_at_5 = 26.17%; loss = 4.022118  (0.983128 s/it)
Iteration   900: accuracy_at_1 =  5.86%; accuracy_at_5 = 30.08%; loss = 3.870963  (0.984410 s/it)
Iteration   910: accuracy_at_1 =  8.20%; accuracy_at_5 = 29.30%; loss = 3.887183  (0.984877 s/it)
Iteration   920: accuracy_at_1 =  8.98%; accuracy_at_5 = 26.95%; loss = 3.892835  (0.984576 s/it)
Iteration   930: accuracy_at_1 =  8.98%; accuracy_at_5 = 23.44%; loss = 4.046237  (0.984375 s/it)
Iteration   940: accuracy_at_1 = 11.72%; accuracy_at_5 = 31.25%; loss = 3.890174  (0.984892 s/it)
Iteration   950: accuracy_at_1 =  7.81%; accuracy_at_5 = 33.20%; loss = 3.881143  (0.984644 s/it)
Iteration   960: accuracy_at_1 = 11.72%; accuracy_at_5 = 26.95%; loss = 3.892416  (0.984328 s/it)
Iteration   970: accuracy_at_1 =  9.77%; accuracy_at_5 = 25.39%; loss = 3.950291  (0.983428 s/it)
Iteration   980: accuracy_at_1 =  6.25%; accuracy_at_5 = 24.61%; loss = 4.011851  (0.983788 s/it)
Iteration   990: accuracy_at_1 =  8.59%; accuracy_at_5 = 27.73%; loss = 3.900591  (0.983645 s/it)
Iteration  1000: accuracy_at_1 =  7.81%; accuracy_at_5 = 28.52%; loss = 3.919655  (0.983442 s/it)
Iteration  1010: accuracy_at_1 = 12.11%; accuracy_at_5 = 28.91%; loss = 3.804534  (0.983645 s/it)
Iteration  1020: accuracy_at_1 =  7.42%; accuracy_at_5 = 25.00%; loss = 3.994887  (0.983463 s/it)
Iteration  1030: accuracy_at_1 = 10.16%; accuracy_at_5 = 26.17%; loss = 3.898190  (0.984820 s/it)
Iteration  1040: accuracy_at_1 =  8.59%; accuracy_at_5 = 27.73%; loss = 3.907599  (0.984469 s/it)
Iteration  1050: accuracy_at_1 = 10.94%; accuracy_at_5 = 27.73%; loss = 3.924716  (0.984866 s/it)
Iteration  1060: accuracy_at_1 =  8.59%; accuracy_at_5 = 29.69%; loss = 3.928316  (0.984648 s/it)
Iteration  1070: accuracy_at_1 =  8.98%; accuracy_at_5 = 23.44%; loss = 4.032302  (0.985157 s/it)
Iteration  1080: accuracy_at_1 =  7.81%; accuracy_at_5 = 27.34%; loss = 3.964873  (0.984922 s/it)
Iteration  1090: accuracy_at_1 =  7.42%; accuracy_at_5 = 29.30%; loss = 3.841859  (0.984125 s/it)
Iteration  1100: accuracy_at_1 = 10.16%; accuracy_at_5 = 26.17%; loss = 3.853143  (0.983691 s/it)
Iteration  1110: accuracy_at_1 = 10.94%; accuracy_at_5 = 33.20%; loss = 3.941351  (0.983609 s/it)
Iteration  1120: accuracy_at_1 = 10.55%; accuracy_at_5 = 29.69%; loss = 3.952126  (0.983356 s/it)
Iteration  1130: accuracy_at_1 = 12.11%; accuracy_at_5 = 35.16%; loss = 3.809432  (0.984051 s/it)
Iteration  1140: accuracy_at_1 =  8.98%; accuracy_at_5 = 28.91%; loss = 3.902217  (0.983264 s/it)
Iteration  1150: accuracy_at_1 =  8.59%; accuracy_at_5 = 26.17%; loss = 3.903616  (0.983615 s/it)
Iteration  1160: accuracy_at_1 =  7.81%; accuracy_at_5 = 26.17%; loss = 3.975423  (0.984389 s/it)
Iteration  1170: accuracy_at_1 = 11.33%; accuracy_at_5 = 33.59%; loss = 3.823023  (0.985225 s/it)
Iteration  1180: accuracy_at_1 = 11.72%; accuracy_at_5 = 29.30%; loss = 3.843880  (0.984600 s/it)
Iteration  1190: accuracy_at_1 = 10.94%; accuracy_at_5 = 32.42%; loss = 3.882393  (0.984512 s/it)
Iteration  1200: accuracy_at_1 =  7.81%; accuracy_at_5 = 26.95%; loss = 3.954774  (0.984511 s/it)
Iteration  1210: accuracy_at_1 =  9.38%; accuracy_at_5 = 29.30%; loss = 3.883581  (0.985078 s/it)
Iteration  1220: accuracy_at_1 =  7.81%; accuracy_at_5 = 28.91%; loss = 3.808281  (0.984044 s/it)
Iteration  1230: accuracy_at_1 = 10.16%; accuracy_at_5 = 32.81%; loss = 3.857625  (0.983508 s/it)
Iteration  1240: accuracy_at_1 = 10.16%; accuracy_at_5 = 32.81%; loss = 3.755399  (0.983560 s/it)
Iteration  1250: accuracy_at_1 = 10.94%; accuracy_at_5 = 33.20%; loss = 3.732608  (0.983366 s/it)
Iteration  1260: accuracy_at_1 = 14.84%; accuracy_at_5 = 40.23%; loss = 3.654984  (0.983726 s/it)
Iteration  1270: accuracy_at_1 =  7.03%; accuracy_at_5 = 31.25%; loss = 3.841487  (0.983268 s/it)
Iteration  1280: accuracy_at_1 = 11.33%; accuracy_at_5 = 33.20%; loss = 3.735034  (0.983626 s/it)
Iteration  1290: accuracy_at_1 =  7.81%; accuracy_at_5 = 32.81%; loss = 3.839162  (0.985338 s/it)
Iteration  1300: accuracy_at_1 =  7.81%; accuracy_at_5 = 31.64%; loss = 3.843312  (0.984658 s/it)
Iteration  1310: accuracy_at_1 = 12.50%; accuracy_at_5 = 32.03%; loss = 3.746657  (0.984569 s/it)
Iteration  1320: accuracy_at_1 =  7.42%; accuracy_at_5 = 30.08%; loss = 3.811850  (0.984224 s/it)
Iteration  1330: accuracy_at_1 =  9.77%; accuracy_at_5 = 33.59%; loss = 3.777628  (0.984977 s/it)
Iteration  1340: accuracy_at_1 = 12.89%; accuracy_at_5 = 35.55%; loss = 3.744522  (0.985160 s/it)
Iteration  1350: accuracy_at_1 = 12.11%; accuracy_at_5 = 33.59%; loss = 3.749784  (0.984209 s/it)
Iteration  1360: accuracy_at_1 =  8.98%; accuracy_at_5 = 30.47%; loss = 3.785044  (0.983732 s/it)
Iteration  1370: accuracy_at_1 = 10.55%; accuracy_at_5 = 34.77%; loss = 3.745019  (0.984025 s/it)
Iteration  1380: accuracy_at_1 =  9.77%; accuracy_at_5 = 28.91%; loss = 3.844441  (0.983708 s/it)
Iteration  1390: accuracy_at_1 = 11.72%; accuracy_at_5 = 28.12%; loss = 3.883685  (0.983959 s/it)
Iteration  1400: accuracy_at_1 = 10.94%; accuracy_at_5 = 33.59%; loss = 3.744859  (0.984034 s/it)
Iteration  1410: accuracy_at_1 = 11.33%; accuracy_at_5 = 36.33%; loss = 3.725625  (0.984743 s/it)
Iteration  1420: accuracy_at_1 = 12.89%; accuracy_at_5 = 36.72%; loss = 3.684850  (0.985373 s/it)
Iteration  1430: accuracy_at_1 = 11.72%; accuracy_at_5 = 37.89%; loss = 3.702355  (0.984932 s/it)
Iteration  1440: accuracy_at_1 =  9.38%; accuracy_at_5 = 30.47%; loss = 3.913460  (0.984587 s/it)
Iteration  1450: accuracy_at_1 = 12.89%; accuracy_at_5 = 36.72%; loss = 3.685246  (0.985178 s/it)
Iteration  1460: accuracy_at_1 = 13.67%; accuracy_at_5 = 34.77%; loss = 3.767184  (0.985274 s/it)
Iteration  1470: accuracy_at_1 = 16.02%; accuracy_at_5 = 35.94%; loss = 3.659621  (0.984677 s/it)
Iteration  1480: accuracy_at_1 = 12.11%; accuracy_at_5 = 34.77%; loss = 3.704569  (0.983600 s/it)
Iteration  1490: accuracy_at_1 = 12.50%; accuracy_at_5 = 31.25%; loss = 3.732286  (0.983421 s/it)
Iteration  1500: accuracy_at_1 = 11.33%; accuracy_at_5 = 33.98%; loss = 3.749854  (0.983461 s/it)
Iteration  1510: accuracy_at_1 =  9.38%; accuracy_at_5 = 31.64%; loss = 3.843077  (0.983606 s/it)
Iteration  1520: accuracy_at_1 =  9.38%; accuracy_at_5 = 29.30%; loss = 3.745446  (0.984054 s/it)
Iteration  1530: accuracy_at_1 = 11.33%; accuracy_at_5 = 35.94%; loss = 3.666406  (0.983875 s/it)
Iteration  1540: accuracy_at_1 =  9.38%; accuracy_at_5 = 30.86%; loss = 3.737523  (0.985032 s/it)
Iteration  1550: accuracy_at_1 = 10.94%; accuracy_at_5 = 34.77%; loss = 3.781010  (0.985426 s/it)
Iteration  1560: accuracy_at_1 = 12.50%; accuracy_at_5 = 28.91%; loss = 3.808339  (0.986009 s/it)
Iteration  1570: accuracy_at_1 = 13.28%; accuracy_at_5 = 32.03%; loss = 3.789760  (0.984582 s/it)
Iteration  1580: accuracy_at_1 =  9.77%; accuracy_at_5 = 38.28%; loss = 3.670529  (0.985402 s/it)
Iteration  1590: accuracy_at_1 = 12.11%; accuracy_at_5 = 30.47%; loss = 3.865419  (0.985036 s/it)
Iteration  1600: accuracy_at_1 = 13.67%; accuracy_at_5 = 38.28%; loss = 3.791097  (0.984370 s/it)
Iteration  1610: accuracy_at_1 =  7.81%; accuracy_at_5 = 30.08%; loss = 3.821688  (0.983180 s/it)
Iteration  1620: accuracy_at_1 = 10.16%; accuracy_at_5 = 34.38%; loss = 3.763002  (0.983457 s/it)
Iteration  1630: accuracy_at_1 =  8.59%; accuracy_at_5 = 31.25%; loss = 3.742163  (0.983020 s/it)
Iteration  1640: accuracy_at_1 = 14.06%; accuracy_at_5 = 40.62%; loss = 3.601408  (0.983312 s/it)
Iteration  1650: accuracy_at_1 = 13.28%; accuracy_at_5 = 33.98%; loss = 3.674100  (0.983096 s/it)
Iteration  1660: accuracy_at_1 = 14.45%; accuracy_at_5 = 40.23%; loss = 3.549572  (0.983484 s/it)
Iteration  1670: accuracy_at_1 = 10.94%; accuracy_at_5 = 33.98%; loss = 3.691383  (0.984568 s/it)
Iteration  1680: accuracy_at_1 = 10.55%; accuracy_at_5 = 37.11%; loss = 3.664444  (0.985054 s/it)
Iteration  1690: accuracy_at_1 = 12.50%; accuracy_at_5 = 33.20%; loss = 3.684866  (0.984724 s/it)
Iteration  1700: accuracy_at_1 = 10.55%; accuracy_at_5 = 36.33%; loss = 3.692771  (0.984948 s/it)
Iteration  1710: accuracy_at_1 = 15.62%; accuracy_at_5 = 37.50%; loss = 3.604251  (0.984882 s/it)
Iteration  1720: accuracy_at_1 = 11.72%; accuracy_at_5 = 35.16%; loss = 3.725175  (0.984393 s/it)
Iteration  1730: accuracy_at_1 = 16.41%; accuracy_at_5 = 41.02%; loss = 3.572289  (0.984463 s/it)
Iteration  1740: accuracy_at_1 = 12.50%; accuracy_at_5 = 32.81%; loss = 3.716106  (0.983576 s/it)
Iteration  1750: accuracy_at_1 = 10.94%; accuracy_at_5 = 36.72%; loss = 3.686702  (0.983577 s/it)
Iteration  1760: accuracy_at_1 = 16.02%; accuracy_at_5 = 40.23%; loss = 3.574667  (0.983489 s/it)
Iteration  1770: accuracy_at_1 = 13.28%; accuracy_at_5 = 36.72%; loss = 3.605177  (0.983493 s/it)
Iteration  1780: accuracy_at_1 =  9.77%; accuracy_at_5 = 30.08%; loss = 3.909403  (0.983547 s/it)
Iteration  1790: accuracy_at_1 = 12.89%; accuracy_at_5 = 40.23%; loss = 3.590259  (0.983815 s/it)
Iteration  1800: accuracy_at_1 = 12.89%; accuracy_at_5 = 40.62%; loss = 3.633421  (0.985043 s/it)
Iteration  1810: accuracy_at_1 = 16.02%; accuracy_at_5 = 40.23%; loss = 3.549927  (0.985125 s/it)
Iteration  1820: accuracy_at_1 =  8.20%; accuracy_at_5 = 33.59%; loss = 3.770944  (0.984768 s/it)
Iteration  1830: accuracy_at_1 = 13.67%; accuracy_at_5 = 37.11%; loss = 3.688722  (0.984988 s/it)
Iteration  1840: accuracy_at_1 = 14.45%; accuracy_at_5 = 38.67%; loss = 3.520646  (0.984961 s/it)
Iteration  1850: accuracy_at_1 = 16.02%; accuracy_at_5 = 38.28%; loss = 3.578531  (0.984740 s/it)
Iteration  1860: accuracy_at_1 = 10.94%; accuracy_at_5 = 35.16%; loss = 3.668250  (0.984215 s/it)
Iteration  1870: accuracy_at_1 =  8.98%; accuracy_at_5 = 33.20%; loss = 3.795919  (0.983819 s/it)
Iteration  1880: accuracy_at_1 = 13.67%; accuracy_at_5 = 35.55%; loss = 3.607347  (0.983652 s/it)
Iteration  1890: accuracy_at_1 = 15.23%; accuracy_at_5 = 38.67%; loss = 3.571924  (0.983689 s/it)
Iteration  1900: accuracy_at_1 = 12.89%; accuracy_at_5 = 37.11%; loss = 3.570736  (0.983973 s/it)
Iteration  1910: accuracy_at_1 = 16.02%; accuracy_at_5 = 35.94%; loss = 3.663461  (0.983235 s/it)
Iteration  1920: accuracy_at_1 = 10.16%; accuracy_at_5 = 32.81%; loss = 3.643760  (0.983918 s/it)
Iteration  1930: accuracy_at_1 = 12.89%; accuracy_at_5 = 37.89%; loss = 3.570987  (0.984632 s/it)
Iteration  1940: accuracy_at_1 = 10.55%; accuracy_at_5 = 39.06%; loss = 3.738729  (0.984534 s/it)
Iteration  1950: accuracy_at_1 = 12.11%; accuracy_at_5 = 33.98%; loss = 3.647864  (0.985286 s/it)
Iteration  1960: accuracy_at_1 = 14.06%; accuracy_at_5 = 38.28%; loss = 3.593661  (0.985471 s/it)
Iteration  1970: accuracy_at_1 = 14.06%; accuracy_at_5 = 37.11%; loss = 3.601497  (0.984596 s/it)
Iteration  1980: accuracy_at_1 =  9.77%; accuracy_at_5 = 41.80%; loss = 3.505601  (0.984547 s/it)
Iteration  1990: accuracy_at_1 =  8.20%; accuracy_at_5 = 32.03%; loss = 3.697609  (0.984259 s/it)
Iteration  2000: accuracy_at_1 = 13.67%; accuracy_at_5 = 37.50%; loss = 3.545726  (0.983825 s/it)
Iteration  2010: accuracy_at_1 = 16.02%; accuracy_at_5 = 37.89%; loss = 3.550703  (0.983704 s/it)
Iteration  2020: accuracy_at_1 = 10.16%; accuracy_at_5 = 35.16%; loss = 3.667305  (0.983780 s/it)
Iteration  2030: accuracy_at_1 = 18.36%; accuracy_at_5 = 39.84%; loss = 3.596792  (0.983389 s/it)
Iteration  2040: accuracy_at_1 = 16.41%; accuracy_at_5 = 41.02%; loss = 3.477146  (0.983865 s/it)
Iteration  2050: accuracy_at_1 = 16.80%; accuracy_at_5 = 42.58%; loss = 3.551150  (0.984347 s/it)
Iteration  2060: accuracy_at_1 = 14.84%; accuracy_at_5 = 36.72%; loss = 3.617344  (0.984981 s/it)
Iteration  2070: accuracy_at_1 = 16.02%; accuracy_at_5 = 39.45%; loss = 3.598498  (0.984867 s/it)
Iteration  2080: accuracy_at_1 = 15.23%; accuracy_at_5 = 37.50%; loss = 3.606487  (0.985179 s/it)
Iteration  2090: accuracy_at_1 = 19.14%; accuracy_at_5 = 37.89%; loss = 3.515424  (0.985631 s/it)
Iteration  2100: accuracy_at_1 = 12.11%; accuracy_at_5 = 37.50%; loss = 3.600668  (0.984409 s/it)
Iteration  2110: accuracy_at_1 = 13.67%; accuracy_at_5 = 45.31%; loss = 3.523414  (0.984553 s/it)
Iteration  2120: accuracy_at_1 = 11.33%; accuracy_at_5 = 35.94%; loss = 3.643147  (0.983500 s/it)
Iteration  2130: accuracy_at_1 = 16.41%; accuracy_at_5 = 44.92%; loss = 3.418752  (0.983873 s/it)
Iteration  2140: accuracy_at_1 = 17.58%; accuracy_at_5 = 42.97%; loss = 3.418197  (0.983169 s/it)
Iteration  2150: accuracy_at_1 = 12.50%; accuracy_at_5 = 35.55%; loss = 3.608853  (0.983542 s/it)
Iteration  2160: accuracy_at_1 = 14.06%; accuracy_at_5 = 38.67%; loss = 3.582213  (0.983387 s/it)
Iteration  2170: accuracy_at_1 = 17.19%; accuracy_at_5 = 39.45%; loss = 3.453964  (0.983717 s/it)
Iteration  2180: accuracy_at_1 = 17.58%; accuracy_at_5 = 38.67%; loss = 3.469834  (0.984479 s/it)
Iteration  2190: accuracy_at_1 = 12.11%; accuracy_at_5 = 31.25%; loss = 3.684197  (0.985674 s/it)
Iteration  2200: accuracy_at_1 = 15.62%; accuracy_at_5 = 39.45%; loss = 3.513253  (0.985475 s/it)
Iteration  2210: accuracy_at_1 = 14.06%; accuracy_at_5 = 37.50%; loss = 3.662230  (0.985152 s/it)
Iteration  2220: accuracy_at_1 = 14.06%; accuracy_at_5 = 36.33%; loss = 3.593003  (0.985543 s/it)
Iteration  2230: accuracy_at_1 = 13.67%; accuracy_at_5 = 38.67%; loss = 3.557065  (0.985531 s/it)
Iteration  2240: accuracy_at_1 = 12.89%; accuracy_at_5 = 37.89%; loss = 3.572295  (0.984460 s/it)
Iteration  2250: accuracy_at_1 = 16.41%; accuracy_at_5 = 41.02%; loss = 3.496994  (0.983615 s/it)
Iteration  2260: accuracy_at_1 = 14.06%; accuracy_at_5 = 39.45%; loss = 3.557208  (0.983866 s/it)
Iteration  2270: accuracy_at_1 = 16.02%; accuracy_at_5 = 41.41%; loss = 3.456615  (0.984495 s/it)
Iteration  2280: accuracy_at_1 = 14.06%; accuracy_at_5 = 40.23%; loss = 3.520109  (0.984282 s/it)
Iteration  2290: accuracy_at_1 = 15.62%; accuracy_at_5 = 41.41%; loss = 3.403556  (0.984548 s/it)
Iteration  2300: accuracy_at_1 = 12.89%; accuracy_at_5 = 41.02%; loss = 3.557338  (0.984272 s/it)
Iteration  2310: accuracy_at_1 = 14.06%; accuracy_at_5 = 43.75%; loss = 3.406127  (0.985030 s/it)
Iteration  2320: accuracy_at_1 = 16.41%; accuracy_at_5 = 43.36%; loss = 3.484499  (0.985608 s/it)
